"player","lineup","sumgp","player_name","lineup_name"
708,202711,14,"Kevin Garnett","Bojan Bogdanovic"
708,101187,12,"Kevin Garnett","Alan Anderson"
708,101127,12,"Kevin Garnett","Jarrett Jack"
708,203486,12,"Kevin Garnett","Mason Plumlee"
977,202334,37,"Kobe Bryant","Ed Davis"
977,202325,57,"Kobe Bryant","Wesley Johnson"
977,202391,38,"Kobe Bryant","Jeremy Lin"
977,2430,20,"Kobe Bryant",NA
1495,2225,149,"Tim Duncan","Tony Parker"
1495,2588,21,"Tim Duncan","Matt Bonner"
1495,203382,16,"Tim Duncan","Aron Baynes"
1495,1938,39,"Tim Duncan","Manu Ginobili"
1713,201144,18,"Vince Carter","Mike Conley"
1713,201188,18,"Vince Carter","Marc Gasol"
1713,201584,18,"Vince Carter","Courtney Lee"
1713,2216,18,"Vince Carter","Zach Randolph"
1717,2749,21,"Dirk Nowitzki","Jameer Nelson"
1717,2210,14,"Dirk Nowitzki","Richard Jefferson"
1717,201148,16,"Dirk Nowitzki","Brandan Wright"
1717,2405,11,"Dirk Nowitzki","Amar'e Stoudemire"
1718,2403,60,"Paul Pierce","Nene"
1718,202322,101,"Paul Pierce","John Wall"
1718,2400,13,"Paul Pierce","Drew Gooden"
1718,2743,28,"Paul Pierce","Kris Humphries"
1889,2446,32,"Andre Miller","Rasual Butler"
1889,2743,19,"Andre Miller","Kris Humphries"
1889,2403,13,"Andre Miller","Nene"
1889,203490,32,"Andre Miller","Otto Porter"
1890,202681,48,NA,"Kyrie Irving"
1890,201567,48,NA,"Kevin Love"
1890,2760,22,NA,"Anderson Varejao"
1890,202684,26,NA,"Tristan Thompson"
1891,201147,21,"Jason Terry","Corey Brewer"
1891,2772,12,"Jason Terry","Trevor Ariza"
1891,204028,12,"Jason Terry","Tarik Black"
1891,202700,12,"Jason Terry","Donatas Motiejunas"
1938,2225,39,"Manu Ginobili","Tony Parker"
1938,203382,17,"Manu Ginobili","Aron Baynes"
1938,201158,17,"Manu Ginobili","Marco Belinelli"
1938,202709,17,"Manu Ginobili","Cory Joseph"
2034,202681,12,"Mike Miller","Kyrie Irving"
2034,2544,12,"Mike Miller","LeBron James"
2034,201567,12,"Mike Miller","Kevin Love"
2034,2760,12,"Mike Miller","Anderson Varejao"
2037,201933,89,"Jamal Crawford","Blake Griffin"
2037,201175,11,"Jamal Crawford",NA
2037,200755,44,"Jamal Crawford","JJ Redick"
2037,2045,11,"Jamal Crawford",NA
2045,2037,11,NA,"Jamal Crawford"
2045,201175,11,NA,NA
2045,201150,11,NA,"Spencer Hawes"
2045,203085,11,NA,"Austin Rivers"
2199,2749,21,"Tyson Chandler","Jameer Nelson"
2199,2210,14,"Tyson Chandler","Richard Jefferson"
2199,200765,60,"Tyson Chandler","Rajon Rondo"
2199,202329,41,"Tyson Chandler","Al-Farouq Aminu"
2200,201959,34,"Pau Gasol","Taj Gibson"
2200,2550,35,"Pau Gasol","Kirk Hinrich"
2200,201166,59,"Pau Gasol","Aaron Brooks"
2200,2399,94,"Pau Gasol","Mike Dunleavy"
2207,201572,82,"Joe Johnson","Brook Lopez"
2207,101127,26,"Joe Johnson","Jarrett Jack"
2207,203486,26,"Joe Johnson","Mason Plumlee"
2207,101187,12,"Joe Johnson","Alan Anderson"
2210,2199,14,"Richard Jefferson","Tyson Chandler"
2210,101145,14,"Richard Jefferson","Monta Ellis"
2210,1717,14,"Richard Jefferson","Dirk Nowitzki"
2210,200765,14,"Richard Jefferson","Rajon Rondo"
2216,201145,71,"Zach Randolph","Jeff Green"
2216,201584,132,"Zach Randolph","Courtney Lee"
2216,201144,112,"Zach Randolph","Mike Conley"
2216,1713,18,"Zach Randolph","Vince Carter"
2225,202695,149,"Tony Parker","Kawhi Leonard"
2225,2588,21,"Tony Parker","Matt Bonner"
2225,203382,16,"Tony Parker","Aron Baynes"
2225,1938,39,"Tony Parker","Manu Ginobili"
2399,201959,34,"Mike Dunleavy","Taj Gibson"
2399,202703,15,"Mike Dunleavy","Nikola Mirotic"
2399,201565,35,"Mike Dunleavy","Derrick Rose"
2399,203503,26,"Mike Dunleavy","Tony Snell"
2400,203078,13,"Drew Gooden","Bradley Beal"
2400,101162,13,"Drew Gooden","Marcin Gortat"
2400,1718,13,"Drew Gooden","Paul Pierce"
2400,202322,13,"Drew Gooden","John Wall"
2403,101162,73,"Nene","Marcin Gortat"
2403,2446,13,"Nene","Rasual Butler"
2403,202322,73,"Nene","John Wall"
2403,202338,13,"Nene","Kevin Seraphin"
2405,202329,11,"Amar'e Stoudemire","Al-Farouq Aminu"
2405,200826,11,"Amar'e Stoudemire","Jose Juan Barea"
2405,2734,11,"Amar'e Stoudemire","Devin Harris"
2405,1717,11,"Amar'e Stoudemire","Dirk Nowitzki"
2406,203484,32,"Caron Butler","Kentavious Caldwell-Pope"
2406,201943,14,"Caron Butler","Brandon Jennings"
2406,201973,27,"Caron Butler","Jonas Jerebko"
2406,201975,27,"Caron Butler","Jodie Meeks"
2430,977,20,NA,"Kobe Bryant"
2430,202391,36,NA,"Jeremy Lin"
2430,202325,20,NA,"Wesley Johnson"
2430,201156,16,NA,"Nick Young"
2440,2037,45,"Matt Barnes","Jamal Crawford"
2440,201150,17,"Matt Barnes","Spencer Hawes"
2440,101108,136,"Matt Barnes","Chris Paul"
2440,200755,77,"Matt Barnes","JJ Redick"
2446,2743,41,"Rasual Butler","Kris Humphries"
2446,202338,32,"Rasual Butler","Kevin Seraphin"
2446,203078,22,"Rasual Butler","Bradley Beal"
2446,202322,22,"Rasual Butler","John Wall"
2449,203142,11,"Luis Scola","Chris Copeland"
2449,201579,11,"Luis Scola","Roy Hibbert"
2449,203524,11,"Luis Scola","Solomon Hill"
2449,202388,11,"Luis Scola","Donald Sloan"
2501,201954,11,NA,"Darren Collison"
2501,200752,11,NA,"Rudy Gay"
2501,203463,11,NA,"Ben McLemore"
2501,201574,11,NA,"Jason Thompson"
2544,203521,15,"LeBron James","Matthew Dellavedova"
2544,201567,158,"LeBron James","Kevin Love"
2544,202684,90,"LeBron James","Tristan Thompson"
2544,203079,37,"LeBron James","Dion Waiters"
2548,2736,16,"Dwyane Wade","Luol Deng"
2548,201609,16,"Dwyane Wade","Goran Dragic"
2548,2617,16,"Dwyane Wade","Udonis Haslem"
2548,202355,16,"Dwyane Wade","Hassan Whiteside"
2549,200746,47,"Chris Kaman","LaMarcus Aldridge"
2549,203081,47,"Chris Kaman","Damian Lillard"
2549,202083,20,"Chris Kaman","Wesley Matthews"
2549,2581,27,"Chris Kaman","Steve Blake"
2550,202710,35,"Kirk Hinrich","Jimmy Butler"
2550,201149,15,"Kirk Hinrich","Joakim Noah"
2550,201565,35,"Kirk Hinrich","Derrick Rose"
2550,201959,20,"Kirk Hinrich","Taj Gibson"
2561,201588,69,"David West","George Hill"
2561,203524,90,"David West","Solomon Hill"
2561,101139,71,"David West","CJ Miles"
2561,201228,43,"David West","CJ Watson"
2564,202695,83,"Boris Diaw","Kawhi Leonard"
2564,2225,83,"Boris Diaw","Tony Parker"
2564,203382,17,"Boris Diaw","Aron Baynes"
2564,201158,17,"Boris Diaw","Marco Belinelli"
2571,203084,24,"Leandro Barbosa","Harrison Barnes"
2571,2738,37,"Leandro Barbosa","Andre Iguodala"
2571,101135,13,"Leandro Barbosa","David Lee"
2571,2733,37,"Leandro Barbosa","Shaun Livingston"
2581,200746,27,"Steve Blake","LaMarcus Aldridge"
2581,201587,27,"Steve Blake","Nicolas Batum"
2581,2549,27,"Steve Blake","Chris Kaman"
2581,203081,27,"Steve Blake","Damian Lillard"
2585,203507,40,"Zaza Pachulia","Giannis Antetokounmpo"
2585,201162,16,"Zaza Pachulia","Jared Dudley"
2585,101141,24,"Zaza Pachulia","Ersan Ilyasova"
2585,202688,16,"Zaza Pachulia","Brandon Knight"
2588,1495,21,"Matt Bonner","Tim Duncan"
2588,201980,21,"Matt Bonner","Danny Green"
2588,202695,21,"Matt Bonner","Kawhi Leonard"
2588,2225,21,"Matt Bonner","Tony Parker"
2590,203476,23,"Mo Williams","Gorgui Dieng"
2590,201978,12,"Mo Williams","Chase Budinger"
2590,2744,12,"Mo Williams","Al Jefferson"
2590,203077,12,"Mo Williams","Michael Kidd-Gilchrist"
2592,203521,15,"James Jones","Matthew Dellavedova"
2592,2544,15,"James Jones","LeBron James"
2592,202697,15,"James Jones","Iman Shumpert"
2592,202684,15,"James Jones","Tristan Thompson"
2594,201143,157,"Kyle Korver","Al Horford"
2594,200757,57,"Kyle Korver","Thabo Sefolosha"
2594,201960,99,"Kyle Korver","DeMarre Carroll"
2594,203145,45,"Kyle Korver","Kent Bazemore"
2617,2736,16,"Udonis Haslem","Luol Deng"
2617,201609,16,"Udonis Haslem","Goran Dragic"
2617,2548,16,"Udonis Haslem","Dwyane Wade"
2617,202355,16,"Udonis Haslem","Hassan Whiteside"
2730,201976,37,"Dwight Howard","Patrick Beverley"
2730,201935,37,"Dwight Howard","James Harden"
2730,202700,25,"Dwight Howard","Donatas Motiejunas"
2730,2746,12,"Dwight Howard","Josh Smith"
2733,2571,37,"Shaun Livingston","Leandro Barbosa"
2733,203084,24,"Shaun Livingston","Harrison Barnes"
2733,2738,37,"Shaun Livingston","Andre Iguodala"
2733,101135,13,"Shaun Livingston","David Lee"
2734,101145,58,"Devin Harris","Monta Ellis"
2734,200826,27,"Devin Harris","Jose Juan Barea"
2734,1717,59,"Devin Harris","Dirk Nowitzki"
2734,202718,58,"Devin Harris","Chandler Parsons"
2736,201609,16,"Luol Deng","Goran Dragic"
2736,2617,16,"Luol Deng","Udonis Haslem"
2736,2548,16,"Luol Deng","Dwyane Wade"
2736,202355,16,"Luol Deng","Hassan Whiteside"
2738,2571,37,"Andre Iguodala","Leandro Barbosa"
2738,101135,13,"Andre Iguodala","David Lee"
2738,2733,37,"Andre Iguodala","Shaun Livingston"
2738,203110,130,"Andre Iguodala","Draymond Green"
2743,2446,41,"Kris Humphries","Rasual Butler"
2743,1889,19,"Kris Humphries","Andre Miller"
2743,202338,19,"Kris Humphries","Kevin Seraphin"
2743,203078,67,"Kris Humphries","Bradley Beal"
2744,202689,84,"Al Jefferson","Kemba Walker"
2744,101107,49,"Al Jefferson","Marvin Williams"
2744,201945,84,"Al Jefferson","Gerald Henderson"
2744,203469,35,"Al Jefferson","Cody Zeller"
2746,1891,21,"Josh Smith","Jason Terry"
2746,203484,42,"Josh Smith","Kentavious Caldwell-Pope"
2746,2772,42,"Josh Smith","Trevor Ariza"
2746,2730,12,"Josh Smith","Dwight Howard"
2747,202681,107,"J.R. Smith","Kyrie Irving"
2747,202697,46,"J.R. Smith","Iman Shumpert"
2747,202684,54,"J.R. Smith","Tristan Thompson"
2747,202389,53,"J.R. Smith","Timofey Mozgov"
2749,2199,21,"Jameer Nelson","Tyson Chandler"
2749,101145,21,"Jameer Nelson","Monta Ellis"
2749,1717,21,"Jameer Nelson","Dirk Nowitzki"
2749,202718,21,"Jameer Nelson","Chandler Parsons"
2754,201144,65,"Tony Allen","Mike Conley"
2754,201145,22,"Tony Allen","Jeff Green"
2754,2216,87,"Tony Allen","Zach Randolph"
2754,202720,12,"Tony Allen","Jon Leuer"
2757,201188,42,"Beno Udrih","Marc Gasol"
2757,201979,12,"Beno Udrih",NA
2757,201584,42,"Beno Udrih","Courtney Lee"
2757,201585,12,"Beno Udrih","Kosta Koufos"
2760,2544,50,"Anderson Varejao","LeBron James"
2760,203079,16,"Anderson Varejao","Dion Waiters"
2760,1890,22,"Anderson Varejao",NA
2760,2034,12,"Anderson Varejao","Mike Miller"
2772,201976,100,"Trevor Ariza","Patrick Beverley"
2772,201595,19,"Trevor Ariza",NA
2772,202700,100,"Trevor Ariza","Donatas Motiejunas"
2772,1891,12,"Trevor Ariza","Jason Terry"
101106,201939,108,"Andrew Bogut","Stephen Curry"
101106,2738,50,"Andrew Bogut","Andre Iguodala"
101106,202691,108,"Andrew Bogut","Klay Thompson"
101106,203084,58,"Andrew Bogut","Harrison Barnes"
101107,203077,28,"Marvin Williams","Michael Kidd-Gilchrist"
101107,2590,12,"Marvin Williams","Mo Williams"
101107,202362,33,"Marvin Williams","Lance Stephenson"
101107,203106,11,"Marvin Williams",NA
101108,2037,89,"Chris Paul","Jamal Crawford"
101108,201933,163,"Chris Paul","Blake Griffin"
101108,201599,180,"Chris Paul","DeAndre Jordan"
101108,200755,121,"Chris Paul","JJ Redick"
101112,203506,51,"Channing Frye","Victor Oladipo"
101112,202696,54,"Channing Frye","Nikola Vucevic"
101112,203095,50,"Channing Frye","Evan Fournier"
101112,203124,13,"Channing Frye","Kyle O'Quinn"
101114,2207,68,"Deron Williams","Joe Johnson"
101114,201152,43,"Deron Williams","Thaddeus Young"
101114,708,14,"Deron Williams","Kevin Garnett"
101114,203141,11,"Deron Williams","Mirza Teletovic"
101127,201572,14,"Jarrett Jack","Brook Lopez"
101127,203486,26,"Jarrett Jack","Mason Plumlee"
101127,101187,12,"Jarrett Jack","Alan Anderson"
101127,708,12,"Jarrett Jack","Kevin Garnett"
101133,204014,21,"Ian Mahinmi","Damjan Rudez"
101133,2449,21,"Ian Mahinmi","Luis Scola"
101133,201155,21,"Ian Mahinmi","Rodney Stuckey"
101133,201228,21,"Ian Mahinmi","CJ Watson"
101135,2571,13,"David Lee","Leandro Barbosa"
101135,2738,13,"David Lee","Andre Iguodala"
101135,2733,13,"David Lee","Shaun Livingston"
101135,201578,13,"David Lee","Marreese Speights"
101138,202340,77,"Brandon Bass","Avery Bradley"
101138,202323,77,"Brandon Bass","Evan Turner"
101138,203096,29,"Brandon Bass","Jared Sullinger"
101138,203092,48,"Brandon Bass","Tyler Zeller"
101139,201588,52,"CJ Miles","George Hill"
101139,203524,49,"CJ Miles","Solomon Hill"
101139,201155,22,"CJ Miles","Rodney Stuckey"
101139,201228,19,"CJ Miles","CJ Watson"
101141,203507,24,"Ersan Ilyasova","Giannis Antetokounmpo"
101141,203487,24,"Ersan Ilyasova","Michael Carter-Williams"
101141,203114,24,"Ersan Ilyasova","Khris Middleton"
101141,2585,24,"Ersan Ilyasova","Zaza Pachulia"
101145,2749,21,"Monta Ellis","Jameer Nelson"
101145,2210,14,"Monta Ellis","Richard Jefferson"
101145,200765,60,"Monta Ellis","Rajon Rondo"
101145,202329,41,"Monta Ellis","Al-Farouq Aminu"
101150,202335,107,"Lou Williams","Patrick Patterson"
101150,200768,44,"Lou Williams","Kyle Lowry"
101150,203082,24,"Lou Williams","Terrence Ross"
101150,202685,25,"Lou Williams","Jonas Valanciunas"
101161,200768,129,"Amir Johnson","Kyle Lowry"
101161,202349,45,"Amir Johnson","Greivis Vasquez"
101161,201942,113,"Amir Johnson","DeMar DeRozan"
101161,101150,19,"Amir Johnson","Lou Williams"
101162,1718,101,"Marcin Gortat","Paul Pierce"
101162,2743,67,"Marcin Gortat","Kris Humphries"
101162,203490,30,"Marcin Gortat","Otto Porter"
101162,2446,22,"Marcin Gortat","Rasual Butler"
101179,977,19,"Ronnie Price","Kobe Bryant"
101179,202334,19,"Ronnie Price","Ed Davis"
101179,201941,19,"Ronnie Price","Jordan Hill"
101179,202325,19,"Ronnie Price","Wesley Johnson"
101187,708,12,"Alan Anderson","Kevin Garnett"
101187,101127,12,"Alan Anderson","Jarrett Jack"
101187,2207,12,"Alan Anderson","Joe Johnson"
101187,203486,12,"Alan Anderson","Mason Plumlee"
200745,200811,12,"Andrea Bargnani","Lou Amundson"
200745,204038,12,"Andrea Bargnani","Langston Galloway"
200745,203499,12,"Andrea Bargnani","Shane Larkin"
200745,202498,12,"Andrea Bargnani","Lance Thomas"
200746,203081,100,"LaMarcus Aldridge","Damian Lillard"
200746,2549,47,"LaMarcus Aldridge","Chris Kaman"
200746,202083,52,"LaMarcus Aldridge","Wesley Matthews"
200746,201167,21,"LaMarcus Aldridge","Arron Afflalo"
200751,201163,16,"Randy Foye","Wilson Chandler"
200751,202702,16,"Randy Foye","Kenneth Faried"
200751,201568,16,"Randy Foye","Danilo Gallinari"
200751,201951,16,"Randy Foye","Ty Lawson"
200752,203492,24,"Rudy Gay","Ray McCallum"
200752,203463,83,"Rudy Gay","Ben McLemore"
200752,201574,72,"Rudy Gay","Jason Thompson"
200752,201956,11,"Rudy Gay","Omri Casspi"
200755,2440,77,"JJ Redick","Matt Barnes"
200755,2037,44,"JJ Redick","Jamal Crawford"
200755,201933,104,"JJ Redick","Blake Griffin"
200755,201150,17,"JJ Redick","Spencer Hawes"
200757,201143,42,"Thabo Sefolosha","Al Horford"
200757,200794,34,"Thabo Sefolosha","Paul Millsap"
200757,203471,23,"Thabo Sefolosha","Dennis Schroder"
200757,203118,23,"Thabo Sefolosha","Mike Scott"
200765,203096,35,"Rajon Rondo","Jared Sullinger"
200765,203482,19,"Rajon Rondo","Kelly Olynyk"
200765,2199,60,"Rajon Rondo","Tyson Chandler"
200765,202329,15,"Rajon Rondo","Al-Farouq Aminu"
200768,203082,80,"Kyle Lowry","Terrence Ross"
200768,202685,135,"Kyle Lowry","Jonas Valanciunas"
200768,101150,44,"Kyle Lowry","Lou Williams"
200768,202349,32,"Kyle Lowry","Greivis Vasquez"
200782,202339,108,"PJ Tucker","Eric Bledsoe"
200782,202693,108,"PJ Tucker","Markieff Morris"
200782,203101,27,"PJ Tucker","Miles Plumlee"
200782,202738,19,"PJ Tucker","Isaiah Thomas"
200794,203544,72,"Paul Millsap",NA
200794,200757,34,"Paul Millsap","Thabo Sefolosha"
200794,201952,165,"Paul Millsap","Jeff Teague"
200794,203145,45,"Paul Millsap","Kent Bazemore"
200811,200745,12,"Lou Amundson","Andrea Bargnani"
200811,204038,12,"Lou Amundson","Langston Galloway"
200811,203499,12,"Lou Amundson","Shane Larkin"
200811,202498,12,"Lou Amundson","Lance Thomas"
200826,101145,14,"Jose Juan Barea","Monta Ellis"
200826,1717,41,"Jose Juan Barea","Dirk Nowitzki"
200826,202718,14,"Jose Juan Barea","Chandler Parsons"
200826,2405,11,"Jose Juan Barea","Amar'e Stoudemire"
201142,203500,23,"Kevin Durant","Steven Adams"
201142,201586,23,"Kevin Durant","Serge Ibaka"
201142,203460,23,"Kevin Durant","Andre Roberson"
201142,201566,23,"Kevin Durant","Russell Westbrook"
201143,2594,157,"Al Horford","Kyle Korver"
201143,200757,42,"Al Horford","Thabo Sefolosha"
201143,201960,70,"Al Horford","DeMarre Carroll"
201143,203145,45,"Al Horford","Kent Bazemore"
201144,201145,51,"Mike Conley","Jeff Green"
201144,2216,112,"Mike Conley","Zach Randolph"
201144,2754,65,"Mike Conley","Tony Allen"
201144,1713,18,"Mike Conley","Vince Carter"
201145,202340,35,"Jeff Green","Avery Bradley"
201145,200765,35,"Jeff Green","Rajon Rondo"
201145,2757,20,"Jeff Green","Beno Udrih"
201145,201144,51,"Jeff Green","Mike Conley"
201147,201935,21,"Corey Brewer","James Harden"
201147,203093,21,"Corey Brewer","Terrence Jones"
201147,2746,21,"Corey Brewer","Josh Smith"
201147,1891,21,"Corey Brewer","Jason Terry"
201148,202339,13,"Brandan Wright","Eric Bledsoe"
201148,202329,16,"Brandan Wright","Al-Farouq Aminu"
201148,202693,13,"Brandan Wright","Markieff Morris"
201148,2734,16,"Brandan Wright","Devin Harris"
201149,201565,50,"Joakim Noah","Derrick Rose"
201149,201166,24,"Joakim Noah","Aaron Brooks"
201149,2399,45,"Joakim Noah","Mike Dunleavy"
201149,2550,15,"Joakim Noah","Kirk Hinrich"
201150,2037,11,"Spencer Hawes","Jamal Crawford"
201150,201175,11,"Spencer Hawes",NA
201150,203085,11,"Spencer Hawes","Austin Rivers"
201150,2045,11,"Spencer Hawes",NA
201152,203900,23,"Thaddeus Young","Markel Brown"
201152,202711,20,"Thaddeus Young","Bojan Bogdanovic"
201152,201978,12,"Thaddeus Young","Chase Budinger"
201152,203498,27,"Thaddeus Young","Shabazz Muhammad"
201155,204014,21,"Rodney Stuckey","Damjan Rudez"
201155,201588,39,"Rodney Stuckey","George Hill"
201155,2449,21,"Rodney Stuckey","Luis Scola"
201155,101139,22,"Rodney Stuckey","CJ Miles"
201156,2430,16,"Nick Young",NA
201156,201961,16,"Nick Young","Wayne Ellington"
201156,202391,16,"Nick Young","Jeremy Lin"
201156,203135,16,"Nick Young","Robert Sacre"
